STNID;YEAR;VALUE1;VALUE2;VALUE3;VALUE4;VALUE5;VALUE6;VALUE7;VALUE8;VALUE9;VALUE10;VALUE11;VALUE12;_ID;_LATITUDE;_LONGITUDE;_ELEVATION;_STATE
USC00047473;1990;435;430;754;1107;1145;1454;1721;1667;1558;1161;761;267;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1991;568;735;550;889;990;1221;1541;1619;1592;1318;798;563;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1992;515;875;932;1173;1414;1377;1729;1820;1481;1264;701;418;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1993;642;744;963;1010;1294;1468;1592;1618;1473;1241;759;415;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1994;559;573;881;1047;1150;1495;1633;1799;1498;1077;458;523;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1995;769;968;872;874;1125;1297;1595;1702;1589;1155;881;598;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1996;573;842;748;974;1254;1429;1719;1718;1456;1067;921;758;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1997;768;624;906;939;1423;1515;1527;1693;1735;1185;895;584;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1998;601;637;798;788;1081;1272;1690;1852;1575;1085;701;553;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;1999;618;606;594;780;1104;1211;1567;1502;1418;1165;807;572;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2000;708;758;748;982;1287;1449;1515;1744;1475;1162;524;657;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2001;469;616;902;875;1297;1444;1556;1615;1476;1241;899;436;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2002;484;552;599;919;1062;1354;1605;1518;1554;1119;921;506;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2003;822;748;776;798;1174;1433;1804;1766;1554;1352;715;475;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2004;523;519;1026;1034;1303;1437;1574;1570;1512;1162;640;565;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2005;729;864;916;939;1320;1387;1774;1728;1358;1231;901;710;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2006;624;617;578;908;1335;1363;2061;1622;1511;1159;917;532;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2007;436;642;814;969;1194;1349;1737;1815;1485;1198;1041;578;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2008;618;717;875;1062;1233;1587;1752;1798;1608;1289;1076;547;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2009;759;604;681;899;1368;1462;1783;1687;1718;1133;928;503;USC00047473;33.9669;-117.3614;300.5;CA
USC00047473;2010;699;723;698;798;1062;1368;1662;1535;1462;1287;857;741;USC00047473;33.9669;-117.3614;300.5;CA
USC00047641;1981;-716;-1023;-710;-384;-161;200;-7;278;48;-483;-516;-501;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1982;-1421;-934;-733;-755;-343;61;242;330;13;-282;-787;-1186;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1983;-996;-676;-538;-624;-374;50;102;389;71;-220;-543;-524;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1984;-1042;-1114;-580;-550;-62;-47;451;310;46;-393;-635;-1306;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1985;-1320;-1250;-1119;-407;-224;231;377;81;-38;-353;-965;-1278;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1986;-523;-649;-486;-394;-165;204;259;244;-150;-351;-651;-977;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1987;-1313;-1057;-660;-357;-41;114;113;158;-118;-281;-579;-1030;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1988;-1031;-1126;-693;-322;-299;213;359;278;-132;-340;-610;-1244;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1989;-1568;-1219;-415;-360;-108;156;210;122;-67;-440;-828;-1169;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1990;-1162;-1516;-710;-245;-119;39;376;267;10;-322;-852;-1621;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1991;-1152;-618;-825;-576;-320;-92;343;279;-9;-286;-626;-1089;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1992;-1168;-557;-539;-244;-47;141;223;281;-52;-236;-759;-1243;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1993;-1341;-1067;-419;-402;14;-14;32;129;-156;-186;-815;-1079;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1994;-990;-1002;-590;-407;-171;-65;296;206;-72;-481;-1069;-996;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1995;-637;-809;-691;-580;-140;90;240;225;-39;-366;-505;-711;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1996;-705;-683;-688;-406;-79;77;461;191;-68;-376;-521;-635;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1997;-871;-983;-688;-479;-93;89;131;361;110;-396;-412;-1178;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1998;-681;-766;-759;-606;-251;53;294;241;268;-433;-638;-1182;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;1999;-985;-1020;-757;-736;-272;-18;291;117;-31;-470;-658;-1091;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2000;-883;-632;-640;-304;-95;146;158;250;-95;-410;-911;-983;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2001;-1351;-1109;-625;-705;-60;99;269;181;-17;-306;-610;-897;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2002;-1375;-1040;-1007;-422;-270;-24;325;62;-114;-605;-756;-876;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2003;-620;-1136;-661;-614;-203;-17;378;370;-43;-268;-852;-862;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2004;-1116;-1144;-580;-340;-195;-61;292;162;-269;-518;-820;-976;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2005;-1018;-718;-707;-499;37;-66;370;162;-292;-324;-562;-607;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2006;-929;-1112;-996;-398;-94;183;390;50;-198;-500;-692;-1059;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2007;-1546;-706;-708;-464;-313;-31;372;380;-52;-244;-767;-988;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2008;-1388;-1209;-947;-525;-95;-125;291;222;-151;-402;-496;-1144;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2009;-1093;-817;-951;-501;91;285;304;138;34;-483;-826;-1458;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047641;2010;-1215;-601;-910;-647;-366;207;304;64;-169;-87;-769;-674;USC00047641;39.4317;-120.2406;1931.5;CA
USC00047643;1981;491;488;567;712;983;1447;1155;1486;1225;699;811;596;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1982;73;467;369;611;859;995;1117;1119;1016;769;326;253;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1983;242;652;632;606;810;1097;1175;1199;1148;870;511;591;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1984;663;378;626;569;1001;1040;1292;1134;1183;770;611;232;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1985;74;369;399;897;917;1264;1394;1111;1068;833;393;111;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1986;460;727;706;685;910;1184;1190;1203;919;931;506;222;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1987;237;450;519;764;1061;1156;1126;1268;1029;1031;571;387;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1988;225;413;530;801;835;1122;1314;1218;978;898;671;252;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1989;122;151;644;859;896;1147;1177;1195;1071;762;459;60;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1990;218;192;534;882;956;1148;1287;1286;1059;771;378;-201;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1991;184;508;495;618;800;996;1261;1164;1119;853;632;167;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1992;103;651;675;837;1127;1180;1303;1189;1102;1001;521;143;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1993;230;403;801;722;1007;1292;1237;1248;1022;963;357;204;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1994;312;303;571;730;949;1083;1153;1145;1067;799;281;189;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1995;755;738;613;676;963;1127;1333;1196;1129;879;700;566;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1996;414;644;613;787;1002;1158;1319;1237;1034;861;746;552;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1997;560;504;629;865;1076;1195;1293;1338;1277;916;717;292;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1998;594;565;519;542;906;1182;1312;1293;1299;763;611;161;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;1999;273;358;441;656;805;1055;1167;1283;1139;868;793;189;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2000;596;676;610;841;1065;1244;1195;1237;1194;895;460;370;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2001;245;429;703;552;1093;1221;1271;1235;1104;1066;826;644;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2002;353;495;525;811;861;1233;1271;1209;1077;865;718;591;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2003;786;505;706;612;917;1197;1345;1323;1195;913;555;562;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2004;590;548;862;829;956;1118;1299;1327;1206;892;670;464;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2005;413;712;755;661;1028;1182;1381;1186;1020;875;725;586;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2006;585;521;464;817;1000;1317;1432;1232;1131;889;770;413;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2007;209;621;692;783;1012;1120;1320;1293;1124;870;608;372;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2008;444;447;528;594;1004;1177;1290;1296;1129;961;811;269;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2009;462;551;578;711;1096;1158;1216;1284;1264;998;600;383;USC00047643;38.5067;-122.4714;68.6;CA
USC00047643;2010;607;709;566;592;815;1295;1218;1184;1221;1058;684;688;USC00047643;38.5067;-122.4714;68.6;CA
USC00047668;1981;579;547;565;605;872;1104;1012;1147;1096;721;846;532;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1982;125;527;545;638;835;1040;1090;1109;1063;888;578;329;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1983;419;672;665;607;883;1062;1256;1384;1451;1148;806;797;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1984;513;544;737;686;816;802;1134;1277;1179;836;570;365;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1985;187;288;386;655;743;1039;1185;1139;1076;834;416;386;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1986;585;550;684;611;781;1060;1122;1194;935;784;502;356;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1987;256;452;541;739;965;1006;1077;1201;1073;1086;587;401;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1988;452;445;481;777;820;1001;1153;1244;1020;1006;695;341;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1989;215;335;693;765;806;980;917;1146;1072;720;478;130;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1990;86;150;604;837;884;1041;1135;1202;1070;771;416;-17;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1991;309;590;493;530;775;880;1112;1178;1102;873;585;301;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1992;335;713;778;847;1075;1155;1287;1158;1098;1028;544;301;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1993;417;525;789;750;967;1026;1186;1223;1093;975;511;394;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1994;408;439;632;762;971;983;1124;1150;1204;850;382;357;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1995;774;811;711;772;989;1049;1257;1193;1175;936;809;710;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1996;577;869;726;795;907;986;1202;1150;1014;779;675;676;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1997;583;502;560;744;1044;1120;1244;1367;1252;878;884;454;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1998;726;618;684;599;816;1207;1274;1301;1272;802;613;317;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;1999;430;462;490;661;848;997;1172;1230;1140;913;724;264;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2000;578;794;616;823;957;1150;1162;1109;1069;966;364;436;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2001;290;491;797;560;916;982;1214;1137;1113;993;772;611;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2002;258;460;558;765;821;943;1172;1193;1113;829;711;585;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2003;751;491;623;643;896;1096;1157;1326;1205;886;578;631;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2004;520;563;786;750;898;1101;1295;1334;1053;944;587;457;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2005;540;787;795;649;1000;1078;1241;1233;1058;826;735;675;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2006;491;502;512;824;956;1145;1235;1234;1086;842;662;381;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2007;126;567;636;667;882;979;1219;1212;1100;877;673;345;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2008;428;497;479;571;810;987;1178;1175;1059;873;824;370;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2009;416;570;530;684;950;1126;1158;1224;1117;899;478;465;USC00047668;36.6594;-121.6656;13.7;CA
USC00047668;2010;644;708;539;620;744;1061;1154;1142;1058;990;570;630;USC00047668;36.6594;-121.6656;13.7;CA
USC00047689;1981;287;212;176;508;849;1427;1623;1623;1360;636;497;233;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1982;-109;232;85;329;780;965;1422;1446;1056;712;273;91;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1983;273;147;165;148;754;923;1114;1476;1333;852;285;172;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1984;345;170;362;306;896;1118;1626;1519;1439;537;123;-58;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1985;57;74;-43;634;744;1396;1735;1346;991;763;156;350;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1986;424;265;446;401;739;1209;1368;1659;844;960;460;196;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1987;-134;54;143;803;905;1398;1255;1545;1436;1108;406;-168;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1988;59;299;335;570;694;1136;1734;1631;1405;1195;381;19;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1989;-28;-65;299;750;728;1172;1554;1377;1144;773;553;393;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1990;11;-137;311;732;668;1111;1672;1454;1332;1041;347;-146;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1991;18;381;-162;224;544;1000;1679;1421;1546;1416;475;38;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1992;111;326;287;655;1120;1214;1464;1731;1271;1017;362;-104;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1993;-61;-1;399;358;734;1002;1361;1374;1257;866;294;65;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1994;262;-50;361;511;803;1266;1723;1638;1224;691;-31;60;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1995;242;321;185;255;693;706;1390;1517;1379;1137;751;149;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1996;283;339;274;445;771;1282;1726;1675;1176;568;537;287;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1997;178;92;426;425;1017;1127;1552;1545;1394;871;593;-43;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1998;155;121;177;202;480;758;1594;1655;1360;801;302;-43;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;1999;181;50;-20;230;692;1050;1336;1340;1346;1099;588;126;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2000;221;183;179;594;801;1332;1337;1582;1178;505;169;221;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2001;-58;6;358;152;1099;1235;1544;1670;1323;1063;605;-109;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2002;-102;180;138;519;669;1335;1680;1542;1278;712;539;6;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2003;434;68;296;69;728;1521;1676;1520;1491;1327;210;-13;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2004;-67;89;558;568;773;1305;1682;1585;1218;689;297;6;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2005;147;283;315;213;774;816;1679;1659;1159;1077;595;142;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2006;96;140;-94;392;894;1560;1663;1473;1226;672;487;-36;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2007;-218;186;446;394;898;1336;1586;1664;1209;619;651;-124;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2008;-91;68;200;207;850;1236;1601;1724;1234;588;650;110;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2009;214;99;125;285;1031;1142;1594;1572;1407;386;461;-42;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047689;2010;137;224;178;142;471;1256;1643;1425;1092;478;325;175;USC00047689;38.5006;-120.2189;1127.8;CA
USC00047723;1981;696;734;805;1018;1293;1678;1674;1806;1629;1124;784;610;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1982;341;756;660;935;1270;1338;1684;1845;1674;1132;640;436;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1983;598;729;858;847;1183;1498;1651;1927;1867;1426;880;719;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1984;619;608;838;979;1320;1544;2012;1963;1939;1143;691;485;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1985;511;498;568;1018;1221;1502;1901;1655;1462;1225;692;542;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1986;729;802;917;944;1165;1481;1603;1782;1294;1117;919;537;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1987;413;619;700;1071;1331;1437;1464;1647;1581;1410;751;346;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1988;480;657;776;939;1122;1326;1751;1676;1475;1307;773;488;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1989;313;471;806;1103;1172;1430;1713;1565;1468;1105;720;425;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1990;471;441;782;1089;1135;1551;1843;1737;1618;1188;754;164;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1991;491;714;468;881;999;1234;1498;1582;1632;1358;785;527;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1992;364;753;855;1121;1373;1431;1786;1859;1598;1307;701;372;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1993;540;723;811;1108;1374;1550;1648;1741;1555;1262;780;419;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1994;585;509;897;1042;1179;1541;1720;1825;1554;1103;406;494;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1995;659;908;854;886;1054;1313;1727;1861;1683;1175;900;560;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1996;653;836;714;1034;1258;1458;1806;1871;1624;1176;879;637;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1997;761;644;817;1031;1536;1599;1671;1904;1852;1251;888;472;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1998;635;658;808;821;1151;1453;1868;1993;1750;1115;598;470;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;1999;583;533;579;767;1143;1332;1688;1649;1485;1162;887;574;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2000;724;760;782;1032;1405;1531;1647;1820;1569;1142;485;561;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2001;493;501;889;848;1368;1608;1709;1790;1611;1322;848;281;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2002;345;328;613;880;1147;1414;1752;1547;1580;1126;799;487;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2003;867;580;761;891;1155;1309;1933;1918;1637;1408;582;507;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2004;466;547;956;1025;1368;1573;1732;1775;1666;1234;609;704;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2005;733;673;853;871;1329;1405;1860;1783;1360;1331;771;528;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2006;602;676;525;884;1322;1682;2131;1771;1459;1253;823;386;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2007;354;642;830;999;1227;1438;1827;1914;1474;1230;837;406;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2008;482;575;746;878;1229;1545;1852;1853;1613;1210;885;629;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2009;634;608;698;894;1349;1464;1811;1835;1788;1162;705;536;USC00047723;34.1344;-117.2539;347.5;CA
USC00047723;2010;742;770;727;801;1071;1472;1783;1694;1474;1348;700;899;USC00047723;34.1344;-117.2539;347.5;CA
USC00047767;1981;844;894;827;811;960;1137;1095;1207;1178;1223;1078;978;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1982;465;806;756;860;956;1132;1183;1277;1146;1082;721;790;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1983;663;882;896;925;1005;1153;1230;1478;1390;1254;898;923;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1984;684;678;925;827;987;1056;1310;1306;1185;1096;774;529;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1985;489;629;545;946;1013;1064;1178;1219;1317;1056;780;490;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1986;835;957;995;737;856;1096;1220;1218;1273;988;839;633;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1987;531;706;755;960;1124;1151;1085;1231;1269;1276;962;770;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1988;750;745;827;956;965;1177;1220;1328;1167;1250;929;597;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1989;504;629;851;1068;1040;1139;1113;1264;1234;1048;747;552;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1990;640;593;835;1031;957;1145;1224;1410;1320;1084;832;399;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1991;579;842;671;810;928;1009;1247;1373;1293;1157;888;674;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1992;595;915;1074;1100;1248;1314;1413;1292;1256;1279;845;631;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1993;540;671;869;947;1059;1145;1235;1348;1201;1208;861;652;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1994;707;644;846;932;991;1059;1177;1232;1292;1132;722;586;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1995;945;967;944;919;1058;1100;1363;1273;1299;1178;997;893;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1996;799;895;987;992;1082;1056;1194;1201;1208;1104;996;920;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1997;774;833;847;958;1177;1164;1259;1463;1454;1230;1138;778;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1998;933;847;947;916;1109;1268;1228;1251;1292;1110;903;582;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;1999;646;669;731;794;887;1038;1165;1275;1222;1129;1024;724;USC00047767;37.7281;-122.5053;2.4;CA
USC00047767;2000;814;922;828;1007;1072;1148;1188;1254;1295;1168;794;770;USC00047767;37.7281;-122.5053;2.4;CA
